
time,ax,ay,az,wx,wy,wz,
23.462,-0.59,-0.99,-0.07,0.32,-0.61,0.22,
23.463,-0.59,-0.99,-0.07,0.36,-0.58,0.23,
23.463,-0.49,-0.74,-0.07,0.36,-0.58,0.23,
23.466,-0.52,-0.47,-0.16,0.36,-0.58,0.23,
23.467,-0.52,-0.47,-0.16,0.40,-0.55,0.25,
23.471,-0.52,-0.47,-0.16,0.43,-0.52,0.25,
23.472,-0.52,-0.47,-0.16,0.47,-0.50,0.26,
23.473,-0.52,-0.47,-0.16,0.50,-0.47,0.26,
23.484,-0.59,-0.28,-0.20,0.50,-0.47,0.26,
23.484,-0.59,-0.28,-0.20,0.54,-0.45,0.27,
23.485,-0.67,-0.19,-0.08,0.54,-0.45,0.27,
23.485,-0.67,-0.19,-0.08,0.57,-0.42,0.27,
23.485,-0.67,-0.19,-0.08,0.60,-0.39,0.28,
23.485,-0.67,-0.19,-0.08,0.62,-0.35,0.29,
23.486,-0.79,-0.09,0.01,0.62,-0.35,0.29,
23.486,-0.79,-0.09,0.01,0.64,-0.32,0.30,
23.486,-0.94,0.02,-0.00,0.64,-0.32,0.30,
23.487,-0.94,0.02,-0.00,0.66,-0.29,0.31,
23.491,-1.12,0.13,-0.07,0.66,-0.29,0.31,
23.491,-1.12,0.13,-0.07,0.68,-0.26,0.31,
23.494,-1.12,0.13,-0.07,0.69,-0.23,0.33,
23.498,-1.12,0.13,-0.07,0.69,-0.20,0.33,
23.498,-1.25,0.28,-0.11,0.69,-0.20,0.33,
23.498,-1.25,0.28,-0.11,0.70,-0.17,0.34,
23.5,-1.37,0.48,-0.24,0.70,-0.17,0.34,
23.501,-1.37,0.48,-0.24,0.70,-0.13,0.34,
23.502,-1.37,0.48,-0.24,0.69,-0.10,0.35,
23.505,-1.36,0.64,-0.34,0.69,-0.10,0.35,
23.505,-1.36,0.64,-0.34,0.68,-0.07,0.35,
23.507,-1.36,0.64,-0.34,0.67,-0.04,0.35,
23.509,-1.36,0.64,-0.34,0.66,-0.00,0.35,
23.516,-1.36,0.64,-0.34,0.64,0.04,0.35,
23.516,-1.25,0.79,-0.20,0.64,0.04,0.35,
23.516,-1.09,0.93,-0.15,0.64,0.04,0.35,
23.517,-1.09,0.93,-0.15,0.62,0.07,0.35,
23.519,-1.09,0.93,-0.15,0.60,0.11,0.34,
23.521,-1.09,0.93,-0.15,0.57,0.13,0.33,
23.522,-1.05,1.07,-0.48,0.57,0.13,0.33,
23.522,-1.05,1.07,-0.48,0.54,0.15,0.33,
23.525,-1.05,1.07,-0.48,0.51,0.16,0.32,
23.525,-1.07,1.29,-0.98,0.51,0.16,0.32,
23.547,-1.07,1.29,-0.98,0.47,0.16,0.32,
23.548,-1.07,1.29,-0.98,0.44,0.16,0.31,
23.548,-1.07,1.47,-1.26,0.44,0.16,0.31,
23.548,-1.07,1.47,-1.26,0.40,0.16,0.30,
23.549,-1.07,1.47,-1.26,0.35,0.15,0.29,
23.549,-1.01,1.56,-1.35,0.35,0.15,0.29,
23.549,-1.01,1.56,-1.35,0.31,0.15,0.29,
23.549,-1.03,1.58,-1.45,0.31,0.15,0.29,
23.571,-1.03,1.58,-1.45,0.27,0.14,0.28,
23.571,-1.03,1.58,-1.45,0.22,0.14,0.27,
23.571,-0.96,1.59,-1.36,0.22,0.14,0.27,
23.572,-0.96,1.59,-1.36,0.18,0.14,0.27,
23.572,-0.96,1.59,-1.36,0.13,0.14,0.27,
23.572,-0.96,1.59,-1.36,0.09,0.14,0.26,
23.573,-0.93,1.59,-1.21,0.09,0.14,0.26,
23.573,-0.93,1.59,-1.21,0.05,0.15,0.26,
23.574,-0.89,1.66,-1.10,0.05,0.15,0.26,
23.574,-0.89,1.66,-1.10,0.01,0.15,0.26,
23.574,-0.89,1.66,-1.10,-0.03,0.16,0.27,
23.575,-0.88,1.67,-0.98,-0.03,0.16,0.27,
23.575,-0.88,1.67,-0.98,-0.06,0.17,0.26,
23.575,-0.88,1.67,-0.98,-0.10,0.18,0.27,
23.576,-0.83,1.68,-0.75,-0.10,0.18,0.27,
23.576,-0.83,1.68,-0.75,-0.13,0.20,0.27,
23.577,-0.83,1.68,-0.75,-0.15,0.21,0.28,
23.577,-0.85,1.62,-0.64,-0.15,0.21,0.28,
23.577,-0.85,1.62,-0.64,-0.18,0.23,0.28,
23.578,-0.85,1.62,-0.64,-0.20,0.24,0.29,
23.579,-0.98,1.57,-0.70,-0.20,0.24,0.29,
23.579,-0.98,1.57,-0.70,-0.21,0.25,0.30,
23.579,-0.98,1.57,-0.70,-0.22,0.25,0.31,
23.58,-1.22,1.52,-0.86,-0.22,0.25,0.31,
23.581,-1.22,1.52,-0.86,-0.23,0.26,0.32,
23.583,-1.22,1.52,-0.86,-0.24,0.25,0.33,
23.585,-1.22,1.52,-0.86,-0.26,0.25,0.35,
23.585,-1.41,1.43,-1.04,-0.26,0.25,0.35,
23.588,-1.41,1.43,-1.04,-0.26,0.25,0.36,
23.589,-1.54,1.27,-0.82,-0.26,0.25,0.36,
23.59,-1.54,1.27,-0.82,-0.26,0.26,0.38,
23.593,-1.54,1.27,-0.82,-0.27,0.27,0.40,
23.595,-1.57,1.01,-0.46,-0.27,0.27,0.40,
23.595,-1.57,1.01,-0.46,-0.27,0.28,0.42,
23.597,-1.57,1.01,-0.46,-0.26,0.30,0.45,
23.599,-1.48,0.82,-0.27,-0.26,0.30,0.45,
23.6,-1.48,0.82,-0.27,-0.26,0.32,0.47,
23.602,-1.48,0.82,-0.27,-0.26,0.34,0.49,
23.605,-1.31,0.61,-0.19,-0.26,0.34,0.49,
23.605,-1.31,0.61,-0.19,-0.26,0.36,0.51,
23.607,-1.31,0.61,-0.19,-0.26,0.38,0.53,
23.609,-1.05,0.46,-0.21,-0.26,0.38,0.53,
23.609,-1.05,0.46,-0.21,-0.26,0.40,0.55,
23.612,-1.05,0.46,-0.21,-0.25,0.41,0.57,
23.614,-1.05,0.46,-0.21,-0.25,0.40,0.59,
23.615,-0.74,0.33,-0.42,-0.25,0.40,0.59,
23.616,-0.74,0.33,-0.42,-0.24,0.40,0.61,
23.619,-0.40,0.28,-0.45,-0.24,0.40,0.61,
23.619,-0.40,0.28,-0.45,-0.23,0.40,0.62,
23.621,-0.40,0.28,-0.45,-0.22,0.39,0.63,
23.624,-0.08,0.25,-0.37,-0.22,0.39,0.63,
23.624,-0.08,0.25,-0.37,-0.21,0.39,0.64,
23.632,-0.08,0.25,-0.37,-0.19,0.38,0.64,
23.633,0.22,0.24,-0.24,-0.19,0.38,0.64,
23.634,0.22,0.24,-0.24,-0.17,0.38,0.65,
23.635,0.22,0.24,-0.24,-0.14,0.38,0.65,
23.636,0.44,0.30,-0.21,-0.14,0.38,0.65,
23.641,0.44,0.30,-0.21,-0.12,0.37,0.65,
23.642,0.44,0.30,-0.21,-0.09,0.37,0.64,
23.643,0.60,0.38,-0.15,-0.09,0.37,0.64,
23.643,0.60,0.38,-0.15,-0.06,0.37,0.64,
23.644,0.60,0.38,-0.15,-0.02,0.36,0.63,
23.66,0.65,0.50,0.08,-0.02,0.36,0.63,
23.661,0.65,0.50,0.08,0.01,0.36,0.62,
23.661,0.65,0.50,0.08,0.06,0.35,0.60,
23.662,0.71,0.64,0.42,0.06,0.35,0.60,
23.662,0.71,0.64,0.42,0.10,0.35,0.59,
23.662,0.71,0.64,0.42,0.15,0.35,0.58,
23.662,0.76,0.75,0.75,0.15,0.35,0.58,
23.663,0.76,0.75,0.75,0.20,0.35,0.56,
23.663,0.76,0.75,0.75,0.25,0.35,0.54,
23.663,0.77,0.89,1.05,0.25,0.35,0.54,
23.663,0.77,0.89,1.05,0.31,0.34,0.52,
23.664,0.77,0.89,1.05,0.36,0.33,0.50,
23.664,0.77,0.89,1.05,0.41,0.31,0.48,
23.664,0.72,1.08,1.14,0.41,0.31,0.48,
23.667,0.72,1.08,1.14,0.47,0.29,0.46,
23.669,0.72,1.08,1.14,0.53,0.26,0.44,
23.669,0.61,1.27,1.04,0.53,0.26,0.44,
23.672,0.61,1.27,1.04,0.58,0.22,0.41,
23.674,0.50,1.50,0.80,0.58,0.22,0.41,
23.674,0.50,1.50,0.80,0.63,0.17,0.39,
23.679,0.50,1.50,0.80,0.68,0.12,0.37,
23.68,0.39,1.76,0.53,0.68,0.12,0.37,
23.68,0.39,1.76,0.53,0.72,0.06,0.34,
23.681,0.39,1.76,0.53,0.76,0.00,0.32,
23.684,0.23,1.98,0.20,0.76,0.00,0.32,
23.692,0.17,2.30,-0.29,0.76,0.00,0.32,
23.692,0.17,2.30,-0.29,0.79,-0.06,0.30,
23.692,0.17,2.30,-0.29,0.82,-0.13,0.28,
23.693,0.17,2.30,-0.29,0.85,-0.19,0.25,
23.693,0.17,2.30,-0.29,0.87,-0.26,0.23,
23.695,0.17,2.30,-0.29,0.88,-0.32,0.20,
23.696,0.14,2.71,-0.64,0.88,-0.32,0.20,
23.698,0.14,2.71,-0.64,0.89,-0.36,0.18,
23.699,0.19,3.13,-0.67,0.89,-0.36,0.18,
23.699,0.19,3.13,-0.67,0.89,-0.40,0.15,
23.701,0.19,3.13,-0.67,0.89,-0.43,0.13,
23.703,0.37,3.45,-0.55,0.89,-0.43,0.13,
23.703,0.37,3.45,-0.55,0.89,-0.44,0.10,
23.715,0.37,3.45,-0.55,0.88,-0.44,0.08,
23.715,0.62,3.64,-0.35,0.88,-0.44,0.08,
23.715,0.62,3.64,-0.35,0.86,-0.43,0.06,
23.715,0.62,3.64,-0.35,0.84,-0.41,0.03,
23.716,0.62,3.64,-0.35,0.81,-0.37,0.01,
23.716,0.87,3.71,-0.12,0.81,-0.37,0.01,
23.716,0.87,3.71,-0.12,0.78,-0.33,-0.01,
23.719,1.08,3.63,-0.16,0.78,-0.33,-0.01,
23.72,1.08,3.63,-0.16,0.73,-0.29,-0.02,
23.721,1.08,3.63,-0.16,0.68,-0.25,-0.03,
23.725,1.29,3.42,-0.56,0.68,-0.25,-0.03,
23.725,1.29,3.42,-0.56,0.62,-0.21,-0.05,
23.726,1.29,3.42,-0.56,0.56,-0.18,-0.05,
23.729,1.45,3.11,-1.28,0.56,-0.18,-0.05,
23.729,1.45,3.11,-1.28,0.48,-0.15,-0.05,
23.733,1.45,3.11,-1.28,0.39,-0.15,-0.05,
23.734,1.45,3.11,-1.28,0.30,-0.15,-0.04,
23.734,1.48,2.74,-2.18,0.30,-0.15,-0.04,
23.735,1.48,2.74,-2.18,0.20,-0.16,-0.02,
23.739,1.45,2.37,-2.95,0.20,-0.16,-0.02,
23.739,1.45,2.37,-2.95,0.10,-0.18,0.00,
23.741,1.45,2.37,-2.95,-0.01,-0.21,0.03,
23.744,1.45,2.37,-2.95,-0.13,-0.25,0.06,
23.745,1.37,2.01,-3.68,-0.13,-0.25,0.06,
23.748,1.37,2.01,-3.68,-0.24,-0.31,0.09,
23.748,1.37,2.01,-3.68,-0.36,-0.39,0.13,
23.749,1.04,1.75,-4.73,-0.36,-0.39,0.13,
23.751,1.04,1.75,-4.73,-0.47,-0.48,0.17,
23.754,0.69,1.45,-5.23,-0.47,-0.48,0.17,
23.754,0.69,1.45,-5.23,-0.58,-0.58,0.21,
23.756,0.69,1.45,-5.23,-0.69,-0.67,0.25,
23.759,0.83,0.97,-3.49,-0.69,-0.67,0.25,
23.759,0.83,0.97,-3.49,-0.78,-0.72,0.28,
23.764,1.43,0.35,0.08,-0.78,-0.72,0.28,
23.765,1.43,0.35,0.08,-0.86,-0.73,0.32,
23.765,1.43,0.35,0.08,-0.93,-0.68,0.35,
23.766,1.43,0.35,0.08,-0.98,-0.60,0.37,
23.769,2.33,-0.06,2.88,-0.98,-0.60,0.37,
23.77,2.33,-0.06,2.88,-1.02,-0.49,0.40,
23.771,2.33,-0.06,2.88,-1.05,-0.38,0.40,
23.774,3.10,0.08,3.18,-1.05,-0.38,0.40,
23.774,3.10,0.08,3.18,-1.08,-0.29,0.41,
23.776,3.10,0.08,3.18,-1.09,-0.23,0.39,
23.782,3.40,0.61,1.45,-1.09,-0.23,0.39,
23.783,3.40,0.61,1.45,-1.10,-0.21,0.37,
23.784,3.40,0.61,1.45,-1.10,-0.23,0.33,
23.785,3.24,1.08,-0.77,-1.10,-0.23,0.33,
23.786,3.24,1.08,-0.77,-1.09,-0.28,0.29,
23.786,3.24,1.08,-0.77,-1.09,-0.37,0.24,
23.788,2.92,1.34,-2.22,-1.09,-0.37,0.24,
23.789,2.92,1.34,-2.22,-1.08,-0.47,0.18,
23.792,2.92,1.34,-2.22,-1.07,-0.58,0.12,
23.8,2.58,1.37,-2.56,-1.07,-0.58,0.12,
23.8,2.58,1.37,-2.56,-1.06,-0.69,0.06,
23.8,2.58,1.37,-2.56,-1.04,-0.79,0.00,
23.801,2.54,1.04,-2.14,-1.04,-0.79,0.00,
23.801,2.54,1.04,-2.14,-1.03,-0.87,-0.06,
23.801,2.54,1.04,-2.14,-1.02,-0.94,-0.12,
23.803,2.74,0.54,-1.58,-1.02,-0.94,-0.12,
23.804,2.74,0.54,-1.58,-1.00,-0.99,-0.18,
23.805,2.74,0.54,-1.58,-0.98,-1.03,-0.23,
23.808,3.02,-0.05,-1.34,-0.98,-1.03,-0.23,
23.808,3.02,-0.05,-1.34,-0.97,-1.07,-0.28,
23.811,3.02,-0.05,-1.34,-0.96,-1.09,-0.33,
23.813,3.18,-0.60,-1.73,-0.96,-1.09,-0.33,
23.814,3.18,-0.60,-1.73,-0.95,-1.12,-0.38,
23.817,3.18,-0.60,-1.73,-0.95,-1.15,-0.42,
23.818,3.26,-1.11,-2.59,-0.95,-1.15,-0.42,
23.819,3.26,-1.11,-2.59,-0.96,-1.19,-0.46,
23.821,3.26,-1.11,-2.59,-0.97,-1.23,-0.49,
23.823,3.23,-1.57,-3.62,-0.97,-1.23,-0.49,
23.824,3.23,-1.57,-3.62,-0.99,-1.27,-0.53,
23.826,3.23,-1.57,-3.62,-1.01,-1.32,-0.56,
23.83,3.09,-1.96,-4.44,-1.01,-1.32,-0.56,
23.831,3.09,-1.96,-4.44,-1.04,-1.36,-0.59,
23.831,3.09,-1.96,-4.44,-1.07,-1.40,-0.61,
23.833,2.88,-2.30,-4.81,-1.07,-1.40,-0.61,
23.833,2.88,-2.30,-4.81,-1.11,-1.43,-0.64,
23.836,2.88,-2.30,-4.81,-1.14,-1.44,-0.66,
23.838,2.61,-2.68,-4.55,-1.14,-1.44,-0.66,
23.839,2.61,-2.68,-4.55,-1.18,-1.44,-0.67,
23.84,2.61,-2.68,-4.55,-1.21,-1.42,-0.69,
23.843,2.23,-3.13,-3.89,-1.21,-1.42,-0.69,
23.843,2.23,-3.13,-3.89,-1.25,-1.39,-0.70,
23.846,2.23,-3.13,-3.89,-1.28,-1.33,-0.70,
23.849,1.80,-3.78,-2.83,-1.28,-1.33,-0.70,
23.849,1.80,-3.78,-2.83,-1.31,-1.25,-0.71,
23.851,1.80,-3.78,-2.83,-1.34,-1.14,-0.70,
23.853,1.42,-4.49,-1.55,-1.34,-1.14,-0.70,
23.853,1.42,-4.49,-1.55,-1.37,-1.01,-0.69,
23.856,1.42,-4.49,-1.55,-1.38,-0.86,-0.67,
23.858,1.06,-5.11,-0.46,-1.38,-0.86,-0.67,
23.861,1.06,-5.11,-0.46,-1.40,-0.71,-0.66,
23.861,1.06,-5.11,-0.46,-1.40,-0.54,-0.65,
23.864,0.76,-5.64,0.59,-1.40,-0.54,-0.65,
23.866,0.76,-5.64,0.59,-1.40,-0.35,-0.62,
23.866,0.76,-5.64,0.59,-1.38,-0.16,-0.60,
23.868,0.76,-5.64,0.59,-1.36,0.03,-0.58,
23.869,0.55,-6.01,1.80,-1.36,0.03,-0.58,
23.871,0.55,-6.01,1.80,-1.32,0.23,-0.57,
23.905,0.55,-6.01,1.80,-1.27,0.44,-0.55,
23.905,0.45,-6.24,3.04,-1.27,0.44,-0.55,
23.906,0.45,-6.24,3.04,-1.20,0.64,-0.54,
23.907,0.47,-6.28,4.20,-1.20,0.64,-0.54,
23.908,0.47,-6.28,4.20,-1.12,0.83,-0.53,
23.908,0.47,-6.28,4.20,-1.03,1.01,-0.53,
23.909,0.45,-6.18,4.96,-1.03,1.01,-0.53,
23.91,0.45,-6.18,4.96,-0.92,1.15,-0.53,
23.91,0.45,-6.18,4.96,-0.79,1.28,-0.54,
23.911,0.39,-5.97,5.38,-0.79,1.28,-0.54,
23.911,0.39,-5.97,5.38,-0.66,1.37,-0.55,
23.912,0.39,-5.97,5.38,-0.51,1.41,-0.57,
23.912,0.24,-5.66,5.60,-0.51,1.41,-0.57,
23.913,0.24,-5.66,5.60,-0.35,1.42,-0.59,
23.913,0.24,-5.66,5.60,-0.18,1.38,-0.63,
23.913,0.24,-5.66,5.60,0.01,1.31,-0.66,
23.914,0.03,-5.25,5.76,0.01,1.31,-0.66,
23.914,0.03,-5.25,5.76,0.21,1.20,-0.70,
23.914,-0.15,-4.72,5.69,0.21,1.20,-0.70,
23.915,-0.15,-4.72,5.69,0.41,1.05,-0.75,
23.915,-0.15,-4.72,5.69,0.63,0.87,-0.79,
23.915,-0.15,-4.72,5.69,0.86,0.68,-0.85,
23.915,-0.30,-4.08,5.46,0.86,0.68,-0.85,
23.916,-0.30,-4.08,5.46,1.10,0.45,-0.90,
23.916,-0.37,-3.43,5.02,1.10,0.45,-0.90,
23.917,-0.37,-3.43,5.02,1.34,0.21,-0.96,
23.917,-0.37,-3.43,5.02,1.58,-0.03,-1.02,
23.917,-0.31,-2.80,4.47,1.58,-0.03,-1.02,
23.918,-0.31,-2.80,4.47,1.82,-0.28,-1.08,
23.92,-0.31,-2.80,4.47,2.05,-0.53,-1.14,
23.922,-0.08,-2.25,3.87,2.05,-0.53,-1.14,
23.923,-0.08,-2.25,3.87,2.28,-0.76,-1.20,
23.934,-0.08,-2.25,3.87,2.51,-0.99,-1.26,
23.935,-0.08,-2.25,3.87,2.72,-1.20,-1.32,
23.935,-0.08,-2.25,3.87,2.92,-1.39,-1.37,
23.936,-0.08,-2.25,3.87,3.11,-1.56,-1.42,
23.936,0.24,-1.83,3.43,3.11,-1.56,-1.42,
23.936,0.59,-1.58,3.12,3.11,-1.56,-1.42,
23.972,0.96,-1.40,2.90,3.11,-1.56,-1.42,
23.973,1.34,-1.33,2.75,3.11,-1.56,-1.42,
23.973,1.34,-1.33,2.75,3.29,-1.71,-1.47,
23.973,1.34,-1.33,2.75,3.45,-1.84,-1.51,
23.973,1.34,-1.33,2.75,3.60,-1.94,-1.55,
23.974,1.34,-1.33,2.75,3.73,-2.01,-1.57,
23.974,1.34,-1.33,2.75,3.85,-2.05,-1.59,
23.974,1.70,-1.39,2.64,3.85,-2.05,-1.59,
23.974,1.70,-1.39,2.64,3.95,-2.07,-1.60,
23.974,1.70,-1.39,2.64,4.03,-2.06,-1.60,
23.975,1.94,-1.50,2.33,4.03,-2.06,-1.60,
23.975,1.94,-1.50,2.33,4.09,-2.03,-1.59,
23.975,1.94,-1.50,2.33,4.13,-1.97,-1.57,
23.975,2.22,-1.58,2.03,4.13,-1.97,-1.57,
23.975,2.22,-1.58,2.03,4.15,-1.88,-1.54,
23.976,2.22,-1.58,2.03,4.15,-1.76,-1.51,
23.976,2.42,-1.61,1.59,4.15,-1.76,-1.51,
23.976,2.42,-1.61,1.59,4.13,-1.62,-1.47,
23.976,2.42,-1.61,1.59,4.09,-1.44,-1.42,
23.976,2.42,-1.61,1.59,4.03,-1.24,-1.36,
23.976,2.36,-1.48,1.08,4.03,-1.24,-1.36,
23.977,2.36,-1.48,1.08,3.95,-1.02,-1.30,
23.977,2.36,-1.48,1.08,3.86,-0.77,-1.23,
23.977,2.20,-1.23,0.53,3.86,-0.77,-1.23,
23.978,2.20,-1.23,0.53,3.75,-0.52,-1.15,
23.979,2.05,-0.85,-0.48,3.75,-0.52,-1.15,
23.98,2.05,-0.85,-0.48,3.61,-0.25,-1.07,
23.981,2.05,-0.85,-0.48,3.47,0.01,-0.99,
23.982,2.05,-0.85,-0.48,3.31,0.28,-0.91,
23.983,1.91,-0.35,-1.53,3.31,0.28,-0.91,
23.987,1.91,-0.35,-1.53,3.14,0.56,-0.83,
23.987,1.91,-0.35,-1.53,2.95,0.83,-0.75,
23.987,1.71,0.24,-2.57,2.95,0.83,-0.75,
23.989,1.71,0.24,-2.57,2.75,1.08,-0.67,
23.994,1.71,0.24,-2.57,2.54,1.31,-0.60,
23.994,1.55,0.99,-3.98,2.54,1.31,-0.60,
23.995,1.55,0.99,-3.98,2.32,1.51,-0.54,
24.0,1.55,0.99,-3.98,2.07,1.70,-0.49,
24.0,1.40,1.60,-5.50,2.07,1.70,-0.49,
24.0,1.40,1.60,-5.50,1.82,1.86,-0.45,
24.003,1.40,1.60,-5.50,1.56,2.00,-0.41,
24.004,1.19,2.08,-6.02,1.56,2.00,-0.41,
24.009,1.19,2.08,-6.02,1.30,2.13,-0.38,
24.009,1.19,2.08,-6.02,1.03,2.20,-0.37,
24.016,1.19,2.08,-6.02,0.77,2.25,-0.36,
24.017,1.07,2.63,-6.21,0.77,2.25,-0.36,
24.017,1.07,2.63,-6.21,0.50,2.26,-0.37,
24.017,0.88,3.17,-6.50,0.50,2.26,-0.37,
24.018,0.88,3.17,-6.50,0.23,2.26,-0.39,
24.018,0.88,3.17,-6.50,-0.04,2.25,-0.42,
24.019,0.42,3.56,-6.61,-0.04,2.25,-0.42,
24.019,0.42,3.56,-6.61,-0.31,2.22,-0.45,
24.025,0.42,3.56,-6.61,-0.58,2.19,-0.49,
24.026,-0.11,3.83,-6.32,-0.58,2.19,-0.49,
24.049,-0.11,3.83,-6.32,-0.83,2.14,-0.53,
24.05,-0.11,3.83,-6.32,-1.07,2.09,-0.57,
24.05,-0.73,3.92,-5.74,-1.07,2.09,-0.57,
24.05,-0.73,3.92,-5.74,-1.32,2.04,-0.62,
24.051,-0.73,3.92,-5.74,-1.55,1.98,-0.67,
24.051,-1.44,3.74,-5.15,-1.55,1.98,-0.67,
24.051,-1.44,3.74,-5.15,-1.76,1.93,-0.71,
24.052,-1.44,3.74,-5.15,-1.96,1.88,-0.74,
24.073,-2.20,3.24,-4.41,-1.96,1.88,-0.74,
24.074,-2.20,3.24,-4.41,-2.16,1.83,-0.77,
24.074,-2.20,3.24,-4.41,-2.34,1.78,-0.79,
24.075,-2.93,2.58,-3.87,-2.34,1.78,-0.79,
24.075,-2.93,2.58,-3.87,-2.51,1.73,-0.81,
24.075,-2.93,2.58,-3.87,-2.66,1.68,-0.81,
24.076,-3.59,1.80,-3.32,-2.66,1.68,-0.81,
24.076,-3.59,1.80,-3.32,-2.81,1.63,-0.81,
24.077,-3.59,1.80,-3.32,-2.94,1.57,-0.80,
24.077,-4.22,0.98,-3.00,-2.94,1.57,-0.80,
24.077,-4.22,0.98,-3.00,-3.06,1.52,-0.78,
24.078,-4.22,0.98,-3.00,-3.17,1.46,-0.76,
24.078,-4.75,0.20,-2.65,-3.17,1.46,-0.76,
24.078,-4.75,0.20,-2.65,-3.27,1.40,-0.72,
24.079,-4.75,0.20,-2.65,-3.35,1.34,-0.68,
24.079,-5.19,-0.58,-2.30,-3.35,1.34,-0.68,
24.08,-5.19,-0.58,-2.30,-3.42,1.28,-0.64,
24.08,-5.19,-0.58,-2.30,-3.47,1.21,-0.59,
24.08,-5.48,-1.22,-1.82,-3.47,1.21,-0.59,
24.081,-5.48,-1.22,-1.82,-3.51,1.15,-0.54,
24.081,-5.48,-1.22,-1.82,-3.53,1.09,-0.48,
24.082,-5.63,-1.77,-1.28,-3.53,1.09,-0.48,
24.082,-5.63,-1.77,-1.28,-3.54,1.03,-0.42,
24.082,-5.63,-1.77,-1.28,-3.54,0.96,-0.36,
24.083,-5.74,-2.21,-0.70,-3.54,0.96,-0.36,
24.083,-5.74,-2.21,-0.70,-3.52,0.90,-0.29,
24.083,-5.74,-2.21,-0.70,-3.48,0.85,-0.23,
24.084,-5.70,-2.48,0.11,-3.48,0.85,-0.23,
24.085,-5.70,-2.48,0.11,-3.42,0.81,-0.16,
24.088,-5.70,-2.48,0.11,-3.35,0.78,-0.10,
24.089,-5.50,-2.64,1.26,-3.35,0.78,-0.10,
24.089,-5.50,-2.64,1.26,-3.26,0.76,-0.04,
24.092,-5.15,-2.73,2.36,-3.26,0.76,-0.04,
24.092,-5.15,-2.73,2.36,-3.15,0.74,0.02,
24.101,-5.15,-2.73,2.36,-3.03,0.73,0.08,
24.102,-4.74,-2.69,3.38,-3.03,0.73,0.08,
24.103,-4.74,-2.69,3.38,-2.89,0.73,0.14,
24.103,-4.74,-2.69,3.38,-2.74,0.73,0.19,
24.103,-4.27,-2.59,4.13,-2.74,0.73,0.19,
24.103,-4.27,-2.59,4.13,-2.58,0.73,0.23,
24.104,-4.27,-2.59,4.13,-2.41,0.73,0.27,
24.107,-3.74,-2.46,4.66,-2.41,0.73,0.27,
24.107,-3.74,-2.46,4.66,-2.22,0.73,0.31,
24.109,-3.74,-2.46,4.66,-2.02,0.72,0.34,
24.112,-3.74,-2.46,4.66,-1.82,0.72,0.36,
24.113,-3.30,-2.31,4.84,-1.82,0.72,0.36,
24.114,-3.30,-2.31,4.84,-1.61,0.70,0.38,
24.117,-2.88,-2.20,4.87,-1.61,0.70,0.38,
24.118,-2.88,-2.20,4.87,-1.40,0.68,0.39,
24.121,-2.88,-2.20,4.87,-1.18,0.65,0.40,
24.122,-2.51,-2.11,4.91,-1.18,0.65,0.40,
24.122,-2.51,-2.11,4.91,-0.96,0.62,0.39,
24.123,-2.51,-2.11,4.91,-0.74,0.58,0.39,
24.128,-2.51,-2.11,4.91,-0.51,0.55,0.38,
24.129,-2.23,-2.02,4.84,-0.51,0.55,0.38,
24.129,-2.23,-2.02,4.84,-0.30,0.50,0.37,
24.132,-2.23,-2.02,4.84,-0.09,0.46,0.35,
24.134,-2.10,-1.95,4.54,-0.09,0.46,0.35,
24.134,-2.10,-1.95,4.54,0.12,0.41,0.33,
24.136,-2.07,-1.87,4.10,0.12,0.41,0.33,
24.137,-2.07,-1.87,4.10,0.31,0.37,0.31,
24.139,-2.07,-1.87,4.10,0.50,0.32,0.28,
24.142,-2.12,-1.76,3.63,0.50,0.32,0.28,
24.142,-2.12,-1.76,3.63,0.67,0.28,0.25,
24.148,-2.12,-1.76,3.63,0.84,0.23,0.22,
24.148,-2.30,-1.68,3.06,0.84,0.23,0.22,
24.148,-2.30,-1.68,3.06,0.99,0.19,0.20,
24.149,-2.30,-1.68,3.06,1.13,0.15,0.17,
24.152,-2.60,-1.58,2.33,1.13,0.15,0.17,
24.152,-2.60,-1.58,2.33,1.25,0.10,0.14,
24.154,-2.60,-1.58,2.33,1.36,0.05,0.13,
24.156,-2.60,-1.58,2.33,1.45,-0.01,0.11,
24.157,-2.96,-1.44,1.48,1.45,-0.01,0.11,
24.159,-2.96,-1.44,1.48,1.54,-0.07,0.10,
24.175,-3.29,-1.28,0.72,1.54,-0.07,0.10,
24.176,-3.29,-1.28,0.72,1.60,-0.14,0.09,
24.176,-3.29,-1.28,0.72,1.65,-0.21,0.08,
24.176,-3.54,-1.11,0.18,1.65,-0.21,0.08,
24.176,-3.54,-1.11,0.18,1.70,-0.27,0.08,
24.177,-3.54,-1.11,0.18,1.73,-0.33,0.08,
24.177,-3.73,-0.88,-0.07,1.73,-0.33,0.08,
24.177,-3.73,-0.88,-0.07,1.76,-0.40,0.10,
24.178,-3.73,-0.88,-0.07,1.77,-0.46,0.11,
24.178,-3.81,-0.64,-0.01,1.77,-0.46,0.11,
24.178,-3.81,-0.64,-0.01,1.78,-0.51,0.12,
24.179,-3.81,-0.64,-0.01,1.78,-0.55,0.14,
24.183,-3.81,-0.64,-0.01,1.77,-0.58,0.16,
24.184,-3.72,-0.34,0.30,1.77,-0.58,0.16,
